day,bysubj_day,date,time_window,context,nervous,upset,satisfied,happy,scs_pos_1,scs_neg_2,scs_pos_3,scs_neg_4,scs_neg_5,scs_pos_6,scs_pos_7,scs_neg_8,id
8,7,2022-05-21,2,1,1,1,4,4,6,1,5,3,1,5,5,3,248
8,7,2022-05-21,3,1,2,1,4,4,5,2,4,3,3,5,5,2,248
8,7,2022-05-21,4,-1,4,3,1,3,4,4,4,3,4,4,4,2,248
8,7,2022-05-21,5,0,1,1,3,3,3,3,4,3,3,4,4,3,248
9,8,2022-05-28,4,1,2,2,4,4,5,2,5,2,2,5,5,5,248
9,8,2022-05-28,5,1,2,2,3,3,5,4,3,4,4,4,4,3,248
2,1,2022-04-09,1,0,2,2,4,4,4,3,4,4,4,3,4,4,249
2,1,2022-04-09,2,1,2,2,4,4,5,3,4,3,3,4,4,4,249
2,1,2022-04-09,3,0,3,2,4,4,4,3,4,3,3,4,5,4,249
2,1,2022-04-09,4,1,2,2,4,4,5,3,5,4,3,5,5,5,249
2,1,2022-04-09,5,1,1,2,4,4,5,2,4,3,2,5,5,5,249
3,2,2022-04-16,1,0,2,2,4,4,4,3,5,3,3,4,2,5,249
3,2,2022-04-16,2,1,1,2,4,4,4,3,5,3,2,5,5,4,249
3,2,2022-04-16,3,0,2,2,3,4,3,3,5,4,4,4,3,4,249
3,2,2022-04-16,4,1,1,1,4,4,5,2,5,3,3,4,5,4,249
3,2,2022-04-16,5,1,2,2,4,4,4,2,5,4,3,5,5,4,249
4,3,2022-04-23,1,1,3,4,3,3,3,3,4,4,4,4,3,4,249
4,3,2022-04-23,2,0,2,2,3,4,3,3,4,3,3,4,4,4,249
4,3,2022-04-23,3,1,3,3,3,3,4,3,4,3,3,4,4,4,249
4,3,2022-04-23,4,0,3,2,3,3,3,3,4,4,3,4,4,3,249
4,3,2022-04-23,5,0,2,1,3,4,4,3,4,3,3,4,5,4,249
5,4,2022-04-30,2,1,2,2,4,4,4,3,4,3,3,4,4,4,249
5,4,2022-04-30,3,1,2,1,4,4,4,2,4,3,2,4,4,4,249
5,4,2022-04-30,4,1,1,2,4,4,4,2,4,2,2,5,5,4,249
5,4,2022-04-30,5,1,2,1,4,4,4,2,5,2,3,5,5,4,249
6,5,2022-05-07,2,1,2,2,4,4,5,2,4,3,2,4,4,4,249
6,5,2022-05-07,3,2,2,1,5,4,6,1,4,2,3,5,5,5,249
6,5,2022-05-07,5,2,2,2,4,4,5,2,4,2,3,5,5,5,249
7,6,2022-05-14,1,1,2,2,4,4,5,3,4,3,3,4,4,4,249
7,6,2022-05-14,2,1,3,3,4,3,4,3,5,3,3,4,4,4,249
7,6,2022-05-14,3,1,2,2,4,4,4,3,3,4,2,4,4,4,249
7,6,2022-05-14,4,1,2,2,4,4,4,3,5,3,3,4,4,4,249
8,7,2022-05-21,1,0,2,2,3,3,4,3,4,3,3,4,4,4,249
8,7,2022-05-21,2,1,2,2,5,4,5,1,4,3,2,5,5,3,249
8,7,2022-05-21,3,0,2,2,4,4,5,3,4,3,3,5,4,4,249
8,7,2022-05-21,4,0,2,2,3,3,4,3,4,2,2,4,3,4,249
9,8,2022-05-28,2,1,2,1,4,4,4,2,4,2,2,5,4,4,249
9,8,2022-05-28,3,1,2,2,4,4,4,2,4,2,3,4,4,3,249
9,8,2022-05-28,4,1,2,2,4,4,5,3,4,3,3,5,4,4,249
1,1,2022-04-02,1,1,2,2,3,3,4,4,6,6,5,4,3,4,250
1,1,2022-04-02,2,0,2,2,3,3,1,4,6,5,4,3,2,4,250
1,1,2022-04-02,3,0,2,3,3,3,4,4,5,5,4,4,3,4,250
1,1,2022-04-02,4,0,2,2,4,4,5,4,6,6,3,4,3,4,250
1,1,2022-04-02,5,1,2,2,3,4,4,5,6,6,5,4,5,4,250
2,2,2022-04-09,2,1,2,2,4,3,3,4,6,6,5,4,3,4,250
2,2,2022-04-09,3,0,3,2,4,3,4,4,6,5,4,4,4,4,250
2,2,2022-04-09,4,-1,3,3,3,4,4,3,6,4,3,3,3,3,250
4,3,2022-04-23,2,1,2,2,3,4,4,4,6,6,5,4,2,4,250
4,3,2022-04-23,3,1,3,3,3,3,3,4,3,4,4,3,4,3,250
4,3,2022-04-23,4,-1,3,3,2,2,2,5,6,6,4,3,1,4,250
5,4,2022-04-30,1,-1,4,4,2,2,1,6,6,6,1,4,1,5,250
5,4,2022-04-30,2,0,3,3,3,3,4,4,5,5,4,3,3,4,250
5,4,2022-04-30,3,0,3,3,3,3,4,4,4,4,4,3,2,4,250
5,4,2022-04-30,4,1,3,3,3,4,4,4,6,4,5,4,4,4,250
5,4,2022-04-30,5,0,3,4,3,3,4,4,6,3,5,4,4,3,250
6,5,2022-05-07,1,-1,4,4,2,2,4,5,6,5,5,3,3,3,250
6,5,2022-05-07,2,0,4,4,3,3,2,5,6,5,5,4,2,3,250
6,5,2022-05-07,3,1,2,2,3,3,4,4,6,5,3,4,3,4,250
6,5,2022-05-07,4,0,2,3,2,2,4,3,6,6,5,4,3,4,250
7,6,2022-05-14,2,0,4,4,3,3,4,4,6,6,3,4,4,5,250
7,6,2022-05-14,3,-1,3,3,3,3,3,5,6,4,2,4,3,5,250
7,6,2022-05-14,4,1,4,4,3,3,4,5,6,6,5,2,4,5,250
7,6,2022-05-14,5,1,3,4,3,3,4,5,6,6,3,3,3,5,250
8,7,2022-05-21,1,0,4,3,3,3,3,3,5,4,4,4,3,4,250
8,7,2022-05-21,2,0,4,3,3,3,4,5,6,5,5,3,3,3,250
8,7,2022-05-21,4,0,5,4,3,3,4,5,6,4,3,3,4,4,250
1,1,2022-04-02,1,1,1,3,3,2,4,4,6,5,2,4,3,5,252
1,1,2022-04-02,2,2,2,2,3,3,5,4,6,4,4,4,3,4,252
1,1,2022-04-02,3,0,2,2,2,3,4,4,6,5,3,4,2,4,252
1,1,2022-04-02,4,0,2,4,2,3,5,4,6,5,5,5,2,4,252
1,1,2022-04-02,5,1,1,1,3,4,5,4,6,4,5,4,3,5,252
2,2,2022-04-09,1,2,2,2,4,4,6,4,6,3,3,4,4,4,252
2,2,2022-04-09,2,0,3,2,3,3,4,3,6,4,3,4,4,5,252
2,2,2022-04-09,3,0,2,2,3,4,5,4,6,4,3,4,4,4,252
2,2,2022-04-09,4,1,1,2,3,4,4,4,6,4,4,4,3,4,252
2,2,2022-04-09,5,0,1,1,4,4,4,3,6,4,4,4,4,3,252
3,3,2022-04-16,1,1,1,1,4,5,4,3,6,4,4,4,5,3,252
3,3,2022-04-16,2,0,2,4,2,3,4,5,6,4,5,4,4,4,252
3,3,2022-04-16,3,1,1,2,4,4,4,4,6,4,3,5,4,4,252
3,3,2022-04-16,4,0,1,2,3,4,4,4,6,4,3,4,4,4,252
3,3,2022-04-16,5,0,1,2,4,4,4,4,6,4,4,5,4,3,252
4,4,2022-04-23,1,1,3,2,4,4,3,4,6,5,4,4,2,4,252
4,4,2022-04-23,2,-1,3,2,3,3,2,5,5,4,5,4,2,4,252
4,4,2022-04-23,3,1,1,2,3,4,3,4,5,4,5,4,4,4,252
4,4,2022-04-23,4,0,1,2,2,4,3,4,6,5,5,3,2,5,252
4,4,2022-04-23,5,0,1,2,3,4,4,4,6,4,4,4,4,4,252
5,5,2022-04-30,2,0,1,2,3,5,3,4,6,4,3,4,2,4,252
5,5,2022-04-30,3,0,1,1,3,5,4,3,6,4,3,4,3,4,252
5,5,2022-04-30,4,-1,1,1,3,4,4,3,6,5,4,4,3,4,252
5,5,2022-04-30,5,1,1,1,3,5,4,3,6,4,4,4,4,4,252
6,6,2022-05-07,1,-1,2,2,2,4,3,4,5,4,4,4,3,4,252
6,6,2022-05-07,2,-1,3,4,2,3,3,4,5,5,5,4,3,4,252
6,6,2022-05-07,3,0,2,3,3,3,3,4,5,4,3,4,3,4,252
6,6,2022-05-07,4,0,1,2,3,4,3,4,6,4,4,4,4,4,252
6,6,2022-05-07,5,2,1,1,2,4,4,3,6,5,3,4,4,4,252
7,7,2022-05-14,1,-1,2,3,3,3,4,4,5,4,4,4,4,5,252
7,7,2022-05-14,2,0,3,2,3,3,5,4,5,4,3,4,4,4,252
7,7,2022-05-14,3,2,3,2,3,3,4,3,5,4,3,4,4,4,252
7,7,2022-05-14,4,0,2,3,3,3,4,4,5,4,4,4,4,4,252
7,7,2022-05-14,5,2,1,1,5,5,4,1,4,1,1,6,6,6,252
8,8,2022-05-21,1,1,2,2,4,4,4,3,6,4,3,4,4,3,252
8,8,2022-05-21,2,2,1,1,4,4,4,4,6,3,3,4,4,5,252
8,8,2022-05-21,3,0,1,2,4,4,4,1,5,3,2,4,5,3,252
8,8,2022-05-21,4,0,1,2,4,5,4,3,5,4,3,4,5,3,252
8,8,2022-05-21,5,1,1,1,4,5,4,3,5,4,4,4,4,4,252
9,9,2022-05-28,1,1,1,1,4,5,5,3,5,3,4,4,5,4,252
9,9,2022-05-28,2,0,1,1,4,5,4,3,5,4,2,4,5,3,252
9,9,2022-05-28,3,0,1,1,4,4,4,2,5,4,2,5,5,2,252
9,9,2022-05-28,4,0,1,1,3,5,5,4,4,5,3,5,5,3,252
9,9,2022-05-28,5,1,1,1,5,5,5,1,5,5,2,5,5,2,252
1,1,2022-04-02,1,0,2,2,2,3,5,4,4,6,3,4,3,5,253
1,1,2022-04-02,2,0,2,2,3,3,5,4,4,5,3,4,4,4,253
1,1,2022-04-02,3,0,4,4,2,1,4,5,4,4,4,3,4,5,253
1,1,2022-04-02,4,0,3,3,3,3,4,4,3,4,4,4,4,4,253
1,1,2022-04-02,5,0,4,4,2,2,4,5,4,4,4,2,3,5,253
2,2,2022-04-09,2,0,3,3,3,3,3,4,4,4,3,4,4,3,253
2,2,2022-04-09,4,0,2,2,3,4,4,3,4,4,3,4,3,4,253
2,2,2022-04-09,5,0,2,2,2,3,4,3,5,4,3,4,4,4,253
3,3,2022-04-16,1,0,4,3,3,2,4,3,4,5,3,4,4,3,253
3,3,2022-04-16,,0,4,4,2,2,3,4,4,5,4,2,2,4,253
3,3,2022-04-16,2,-1,4,4,1,1,2,5,3,4,4,2,3,5,253
3,3,2022-04-16,3,0,4,3,2,2,3,5,4,5,3,2,3,3,253
3,3,2022-04-16,4,0,3,3,3,3,4,4,4,4,3,3,4,4,253
4,4,2022-04-23,3,0,3,3,3,3,4,4,4,4,3,3,3,4,253
4,4,2022-04-23,4,1,3,3,3,3,4,3,4,3,3,4,4,4,253
4,4,2022-04-23,5,0,3,3,3,3,3,3,5,4,3,4,4,3,253
5,5,2022-04-30,1,0,3,3,3,4,4,3,4,4,3,4,4,4,253
5,5,2022-04-30,2,0,4,4,2,2,3,5,3,4,5,3,3,5,253
5,5,2022-04-30,3,0,4,4,2,2,3,5,3,5,4,2,2,4,253
5,5,2022-04-30,4,0,4,5,1,1,3,5,3,5,5,2,2,5,253
5,5,2022-04-30,5,0,3,3,2,3,4,3,4,4,4,4,3,4,253
6,6,2022-05-07,2,0,4,4,2,2,3,4,3,5,4,3,3,4,253
6,6,2022-05-07,3,0,3,3,3,3,4,3,4,4,3,4,3,3,253
6,6,2022-05-07,4,0,3,3,4,3,4,3,4,4,3,4,4,3,253
6,6,2022-05-07,5,0,3,3,3,3,4,4,4,4,4,3,2,4,253
7,7,2022-05-14,2,0,3,3,3,3,4,3,3,4,4,4,4,4,253
7,7,2022-05-14,4,0,3,3,3,3,4,3,4,3,3,4,4,4,253
7,7,2022-05-14,5,0,3,3,3,3,4,3,4,4,3,4,4,4,253
8,8,2022-05-21,1,0,2,3,3,4,4,3,4,4,3,4,5,3,253
8,8,2022-05-21,2,0,3,3,3,3,3,4,4,4,3,3,4,4,253
8,8,2022-05-21,3,0,3,3,3,3,4,3,4,4,4,3,3,3,253
8,8,2022-05-21,4,0,2,2,3,3,4,3,4,4,3,5,3,3,253
8,8,2022-05-21,5,0,4,3,2,2,3,4,4,4,3,3,4,4,253
9,9,2022-05-28,1,0,3,2,3,3,4,3,4,4,3,4,4,4,253
9,9,2022-05-28,2,0,2,2,4,4,5,2,4,4,3,4,4,3,253
9,9,2022-05-28,3,0,3,3,3,3,4,3,4,4,3,4,4,3,253
9,9,2022-05-28,4,0,3,4,3,3,4,4,4,4,4,3,3,4,253
9,9,2022-05-28,5,0,3,3,3,3,3,4,4,4,3,3,3,4,253
1,1,2022-04-02,1,0,5,5,1,2,2,5,5,6,6,2,1,5,254
1,1,2022-04-02,2,0,5,5,1,1,2,5,5,6,5,2,1,5,254
1,1,2022-04-02,3,1,5,4,3,2,3,6,5,6,5,2,1,5,254
1,1,2022-04-02,4,0,5,4,2,2,2,6,5,6,6,2,1,5,254
2,2,2022-04-09,1,-2,5,5,1,1,1,6,5,6,6,1,1,6,254
2,2,2022-04-09,2,-2,5,5,1,1,2,6,5,6,6,1,1,6,254
2,2,2022-04-09,3,-2,5,5,1,1,2,6,5,6,6,1,1,6,254
2,2,2022-04-09,4,-2,5,5,1,1,2,6,5,6,6,1,1,6,254
2,2,2022-04-09,5,1,3,4,1,2,2,5,5,6,6,1,1,6,254
3,3,2022-04-16,2,-1,5,3,2,3,3,5,6,6,5,2,1,6,254
3,3,2022-04-16,3,1,4,3,3,3,3,5,5,5,5,2,2,6,254
3,3,2022-04-16,4,0,2,2,3,3,4,3,5,5,5,2,2,6,254
3,3,2022-04-16,5,1,2,1,4,4,5,3,5,5,3,2,4,6,254
4,4,2022-04-23,2,0,3,3,3,4,5,4,5,5,4,2,2,6,254
4,4,2022-04-23,3,0,3,3,3,3,5,4,5,5,4,2,2,6,254
4,4,2022-04-23,4,1,2,2,3,4,5,4,5,4,4,2,2,5,254
4,4,2022-04-23,5,1,2,2,3,3,4,5,6,5,4,2,2,6,254
5,5,2022-04-30,1,1,3,3,2,3,4,4,5,6,5,2,2,6,254
5,5,2022-04-30,2,1,2,2,2,4,4,5,5,5,5,1,2,5,254
5,5,2022-04-30,3,0,2,2,2,3,4,5,5,5,5,1,2,6,254
5,5,2022-04-30,4,1,2,3,4,4,2,5,6,5,5,2,2,5,254
6,6,2022-05-07,1,-1,4,4,2,3,3,5,6,6,5,1,2,6,254
6,6,2022-05-07,2,1,3,3,3,3,3,5,6,5,5,2,2,6,254
6,6,2022-05-07,3,1,2,3,2,4,4,4,5,5,4,2,2,6,254
6,6,2022-05-07,4,0,4,3,2,2,3,4,5,5,5,2,2,6,254
6,6,2022-05-07,5,0,3,3,2,3,3,4,6,5,5,2,3,5,254
7,7,2022-05-14,2,0,4,4,2,2,3,5,5,6,5,2,2,6,254
7,7,2022-05-14,3,0,4,4,2,2,3,5,5,6,5,2,2,5,254
7,7,2022-05-14,4,-1,4,4,2,2,3,5,5,5,2,2,2,5,254
7,7,2022-05-14,5,0,3,4,2,2,2,5,5,6,5,2,2,5,254
8,8,2022-05-21,1,0,2,2,3,3,3,3,5,4,3,2,3,5,254
8,8,2022-05-21,2,0,3,2,2,2,4,3,5,3,3,2,3,4,254
8,8,2022-05-21,3,0,2,3,2,2,3,4,5,4,4,2,3,5,254
8,8,2022-05-21,4,0,3,3,2,2,3,4,5,4,5,2,3,5,254
9,9,2022-05-28,1,0,3,2,2,3,3,3,5,4,4,3,2,6,254
9,9,2022-05-28,2,-1,2,3,2,2,3,3,5,5,4,3,3,5,254
9,9,2022-05-28,3,0,3,3,2,3,3,4,5,5,4,2,2,5,254
9,9,2022-05-28,4,0,4,3,2,2,3,5,5,5,4,2,3,5,254
1,1,2022-04-02,1,2,1,1,2,4,5,1,6,5,4,4,3,5,255
1,1,2022-04-02,2,2,1,1,5,4,5,2,6,5,4,6,5,5,255
1,1,2022-04-02,4,1,2,2,3,4,4,1,6,3,4,5,5,5,255
1,1,2022-04-02,5,2,1,1,4,5,3,2,6,2,4,5,4,5,255
2,2,2022-04-09,1,1,2,2,2,4,2,1,6,1,4,4,3,4,255
2,2,2022-04-09,2,0,2,2,3,4,3,2,6,1,4,5,3,4,255
2,2,2022-04-09,3,1,2,2,3,4,4,1,6,1,4,5,4,3,255
2,2,2022-04-09,4,1,2,2,4,4,4,2,6,2,4,5,2,3,255
2,2,2022-04-09,5,1,1,2,3,5,4,1,6,1,2,5,4,4,255
3,3,2022-04-16,2,1,2,3,3,4,4,1,6,1,4,4,3,4,255
3,3,2022-04-16,3,2,1,2,3,4,4,1,6,1,4,5,4,5,255
3,3,2022-04-16,4,1,1,1,4,4,4,2,6,1,3,5,4,4,255
3,3,2022-04-16,5,2,1,1,4,5,5,1,6,1,3,5,5,5,255
4,4,2022-04-23,1,1,2,2,3,3,4,1,6,1,4,5,4,4,255
4,4,2022-04-23,2,2,1,1,4,5,5,1,6,1,4,5,5,5,255
4,4,2022-04-23,3,1,1,1,3,3,4,1,6,1,4,5,4,4,255
4,4,2022-04-23,4,2,1,2,3,5,5,1,6,1,4,5,4,5,255
5,5,2022-04-30,1,0,2,2,2,3,3,1,6,1,4,5,4,4,255
5,5,2022-04-30,2,0,1,2,3,4,3,1,6,1,4,6,4,3,255
5,5,2022-04-30,3,1,1,1,3,4,4,1,6,1,4,5,3,3,255
5,5,2022-04-30,5,2,1,1,3,4,4,1,6,1,4,6,4,5,255
6,6,2022-05-07,1,0,1,2,3,3,3,1,6,1,5,4,4,4,255
6,6,2022-05-07,2,1,2,1,4,5,4,1,6,1,4,5,3,4,255
6,6,2022-05-07,3,1,1,2,4,4,4,1,6,1,4,6,3,4,255
6,6,2022-05-07,4,2,1,1,4,5,4,1,6,1,4,5,3,5,255
6,6,2022-05-07,5,2,1,1,4,5,5,1,6,1,4,4,3,5,255
7,7,2022-05-14,1,0,2,2,2,3,4,1,6,1,4,5,4,4,255
7,7,2022-05-14,2,0,1,1,2,4,4,1,6,1,4,5,4,4,255
7,7,2022-05-14,3,1,1,1,2,3,3,1,6,1,3,5,3,4,255
7,7,2022-05-14,4,0,2,3,1,3,3,1,6,2,4,5,3,4,255
7,7,2022-05-14,5,0,2,2,2,3,3,2,6,2,4,5,3,3,255
8,8,2022-05-21,1,1,2,2,2,4,3,1,6,1,4,4,3,4,255
8,8,2022-05-21,2,-1,3,3,2,3,3,2,6,2,4,4,4,3,255
8,8,2022-05-21,3,1,1,2,3,3,4,1,6,1,4,5,3,4,255
8,8,2022-05-21,4,1,2,1,2,4,3,1,6,2,4,5,3,4,255
8,8,2022-05-21,5,1,2,2,3,4,4,1,6,1,4,5,4,4,255
9,9,2022-05-28,2,1,1,1,3,4,4,2,6,2,3,5,4,5,255
9,9,2022-05-28,3,1,1,2,3,4,5,1,6,1,4,5,4,4,255
9,9,2022-05-28,4,2,2,1,3,4,4,1,6,2,4,5,4,4,255
9,9,2022-05-28,5,1,2,2,2,4,4,1,4,2,4,5,4,5,255
1,1,2022-04-02,1,-1,1,2,4,4,5,1,4,2,1,4,4,4,256
1,1,2022-04-02,2,-1,1,1,4,4,5,2,4,2,1,5,4,4,256
1,1,2022-04-02,3,1,1,1,4,4,5,1,4,2,1,5,5,4,256
1,1,2022-04-02,4,0,1,1,4,4,5,2,4,3,1,5,4,5,256
1,1,2022-04-02,5,0,1,1,4,4,5,1,4,2,2,4,5,4,256
2,2,2022-04-09,1,-1,1,2,3,2,3,1,4,4,4,4,2,5,256
2,2,2022-04-09,2,0,1,1,3,4,5,2,4,4,1,4,4,4,256
2,2,2022-04-09,3,0,1,1,3,3,4,1,4,2,2,4,4,4,256
2,2,2022-04-09,4,0,2,2,3,3,4,2,4,2,2,4,4,3,256
2,2,2022-04-09,5,0,1,2,2,3,4,2,3,4,2,4,3,4,256
3,3,2022-04-16,1,-1,2,3,2,1,2,4,3,5,4,2,2,3,256
3,3,2022-04-16,2,0,2,2,2,2,3,4,3,4,5,4,2,3,256
3,3,2022-04-16,3,1,2,3,2,2,2,4,3,5,5,3,3,3,256
3,3,2022-04-16,4,0,2,4,2,2,2,4,2,5,5,3,3,4,256
3,3,2022-04-16,5,1,2,2,2,3,3,3,2,4,4,2,3,2,256
4,4,2022-04-23,1,1,1,1,4,4,4,1,3,2,2,4,5,4,256
4,4,2022-04-23,2,1,1,1,4,5,4,1,4,1,2,4,5,5,256
4,4,2022-04-23,3,1,1,1,4,4,5,2,3,2,2,5,4,3,256
4,4,2022-04-23,4,0,1,1,4,4,4,2,3,2,1,5,5,4,256
4,4,2022-04-23,5,1,1,1,4,4,5,1,2,2,1,4,5,5,256
5,5,2022-04-30,1,0,2,2,3,3,3,2,3,5,4,4,3,3,256
5,5,2022-04-30,2,0,1,1,3,3,4,2,3,3,4,4,3,2,256
5,5,2022-04-30,3,0,1,3,3,3,3,3,3,5,5,3,2,3,256
5,5,2022-04-30,4,0,1,2,3,3,2,4,3,5,5,3,2,4,256
5,5,2022-04-30,5,0,1,2,2,2,3,3,2,5,4,4,2,4,256
6,6,2022-05-07,1,1,1,2,3,3,4,1,3,3,3,4,5,3,256
6,6,2022-05-07,2,0,1,1,4,4,4,2,3,2,2,4,4,3,256
6,6,2022-05-07,3,0,2,3,4,3,3,2,2,3,3,4,4,5,256
6,6,2022-05-07,4,0,2,1,4,4,4,2,2,2,2,4,4,3,256
6,6,2022-05-07,5,0,1,1,3,4,4,1,3,3,2,4,4,3,256
7,7,2022-05-14,1,0,1,1,4,4,4,1,2,2,2,5,4,4,256
7,7,2022-05-14,2,0,1,1,3,4,4,2,2,3,2,4,4,3,256
7,7,2022-05-14,3,0,1,1,3,4,4,2,2,2,3,4,4,3,256
7,7,2022-05-14,4,0,1,1,3,4,4,2,2,2,1,4,4,3,256
7,7,2022-05-14,5,0,1,1,4,4,4,2,2,2,2,4,4,2,256
8,8,2022-05-21,1,0,1,1,4,4,4,2,2,3,2,4,4,4,256
8,8,2022-05-21,2,0,1,1,4,4,4,2,2,2,2,5,4,4,256
8,8,2022-05-21,3,0,1,1,3,4,4,1,3,2,3,4,4,4,256
8,8,2022-05-21,4,0,1,1,4,4,4,2,2,2,2,5,4,4,256
8,8,2022-05-21,5,0,1,1,4,4,5,2,2,2,2,5,5,4,256
9,9,2022-05-28,1,0,1,1,5,5,5,1,2,2,1,5,5,5,256
9,9,2022-05-28,2,0,1,1,5,5,5,1,4,2,1,5,5,5,256
9,9,2022-05-28,3,0,1,1,5,5,5,2,4,2,1,5,5,5,256
9,9,2022-05-28,4,0,2,1,4,5,5,2,2,2,1,5,5,5,256
9,9,2022-05-28,5,0,1,2,4,4,5,2,4,2,2,5,5,4,256
1,1,2022-04-02,1,0,1,1,3,3,6,2,5,4,2,5,5,2,257
1,1,2022-04-02,3,0,2,2,2,3,5,1,5,5,1,4,4,2,257
1,1,2022-04-02,4,0,1,1,4,4,5,1,5,4,2,5,5,1,257
1,1,2022-04-02,5,2,1,1,4,5,4,2,5,2,2,5,5,2,257
2,2,2022-04-09,2,-1,4,3,2,2,3,4,4,2,3,3,2,5,257
2,2,2022-04-09,3,0,2,2,2,2,4,3,4,5,3,4,4,4,257
2,2,2022-04-09,4,2,1,1,4,4,5,2,5,3,2,4,5,3,257
3,3,2022-04-16,1,1,2,1,4,4,5,2,5,3,1,5,4,4,257
3,3,2022-04-16,2,1,1,1,5,5,4,2,5,2,2,5,5,3,257
3,3,2022-04-16,3,2,1,1,5,5,6,2,6,1,1,5,5,6,257
3,3,2022-04-16,4,2,1,1,5,5,5,1,6,2,1,5,5,4,257
3,3,2022-04-16,5,1,3,2,3,4,5,2,4,3,2,4,5,3,257
4,4,2022-04-23,1,0,3,3,3,2,4,3,4,4,3,4,3,3,257
4,4,2022-04-23,2,-2,1,1,5,5,4,2,5,3,2,4,4,5,257
4,4,2022-04-23,3,0,2,2,2,2,5,3,4,4,3,4,3,3,257
4,4,2022-04-23,4,0,2,2,3,3,4,3,4,5,3,4,3,4,257
5,5,2022-04-30,2,0,2,1,3,3,4,2,3,5,3,4,4,4,257
5,5,2022-04-30,3,0,2,2,2,3,5,2,4,4,3,4,4,2,257
5,5,2022-04-30,4,1,1,1,3,4,4,3,4,3,3,5,4,3,257
6,6,2022-05-07,2,0,2,1,3,3,4,2,4,3,2,4,5,3,257
6,6,2022-05-07,3,1,1,1,3,4,5,2,4,3,2,5,5,3,257
6,6,2022-05-07,4,0,4,2,2,1,4,3,4,4,4,4,4,5,257
6,6,2022-05-07,5,1,1,1,5,5,5,3,4,3,1,4,4,3,257
7,7,2022-05-14,1,0,2,2,3,3,4,5,4,3,2,4,4,4,257
7,7,2022-05-14,2,1,2,1,3,3,4,2,5,3,3,4,5,2,257
7,7,2022-05-14,4,1,1,1,3,3,5,2,4,3,1,5,5,4,257
7,7,2022-05-14,5,0,2,3,2,1,4,3,4,4,3,3,3,5,257
8,8,2022-05-21,1,1,1,1,2,3,4,2,4,3,3,4,4,4,257
8,8,2022-05-21,2,1,1,1,3,3,4,3,3,3,3,4,5,4,257
8,8,2022-05-21,3,1,1,1,4,3,5,3,4,3,2,4,5,3,257
9,9,2022-05-28,1,0,1,1,3,3,4,2,5,3,3,4,4,3,257
9,9,2022-05-28,4,1,1,1,3,3,4,2,4,2,1,4,4,4,257
1,1,2022-04-02,1,-1,5,2,2,2,2,6,2,6,6,4,1,6,258
1,1,2022-04-02,3,0,2,3,2,3,4,6,4,6,6,5,1,5,258
1,1,2022-04-02,4,1,4,4,4,4,4,6,2,6,6,4,4,6,258
1,1,2022-04-02,5,-2,4,4,1,1,2,5,5,3,2,4,4,5,258
2,2,2022-04-09,1,2,2,2,5,5,4,5,5,6,6,5,1,6,258
2,2,2022-04-09,2,-1,5,4,2,3,1,5,6,4,6,4,2,6,258
2,2,2022-04-09,3,2,5,2,2,4,6,5,5,5,6,4,1,4,258
2,2,2022-04-09,4,-1,2,2,4,3,4,6,4,6,6,3,1,6,258
4,3,2022-04-23,2,-1,4,2,2,3,1,5,5,5,5,1,1,6,258
4,3,2022-04-23,3,1,2,2,4,3,4,6,5,4,5,4,4,4,258
4,3,2022-04-23,5,2,4,2,4,3,2,2,6,4,6,4,1,6,258
5,4,2022-04-30,1,-1,5,4,4,2,4,6,4,4,6,4,4,6,258
5,4,2022-04-30,2,2,2,1,4,5,5,4,4,2,6,4,3,6,258
5,4,2022-04-30,3,1,4,4,4,4,4,5,5,4,6,6,2,6,258
5,4,2022-04-30,5,-1,4,4,2,3,4,5,4,4,6,5,2,6,258
6,5,2022-05-07,2,1,4,2,4,4,5,4,6,5,4,5,5,6,258
6,5,2022-05-07,4,0,4,3,2,3,4,6,4,6,6,4,2,5,258
7,6,2022-05-14,5,-2,5,5,1,1,1,6,4,1,5,2,1,6,258
8,7,2022-05-21,1,1,4,2,4,4,3,1,4,4,4,5,5,6,258
8,7,2022-05-21,2,1,2,2,4,4,5,4,1,4,5,4,2,5,258
8,7,2022-05-21,4,1,4,3,4,4,5,5,3,4,4,4,1,6,258
9,8,2022-05-28,4,2,2,2,4,4,5,4,5,4,3,4,4,6,258
9,8,2022-05-28,5,2,4,3,4,4,4,4,3,4,3,4,5,5,258
2,1,2022-04-09,1,0,3,2,3,3,4,2,5,4,2,5,5,4,245
2,1,2022-04-09,2,0,2,2,4,4,5,2,5,4,2,5,5,4,245
2,1,2022-04-09,3,-1,2,2,3,4,5,2,5,4,2,5,5,4,245
2,1,2022-04-09,4,0,2,2,3,4,5,2,5,4,2,5,5,4,245
2,1,2022-04-09,5,-2,5,4,1,1,4,2,6,5,2,3,5,6,245
3,2,2022-04-16,1,0,1,2,4,4,5,2,5,2,4,5,4,4,245
3,2,2022-04-16,2,1,3,3,4,4,5,1,5,2,2,5,4,4,245
3,2,2022-04-16,3,0,3,2,3,4,5,2,6,2,1,5,5,4,245
3,2,2022-04-16,4,0,4,3,3,3,5,3,6,4,2,5,5,5,245
3,2,2022-04-16,5,-1,2,3,2,3,5,4,6,4,2,4,5,6,245
4,3,2022-04-23,1,1,2,1,4,4,5,2,6,3,2,5,5,4,245
4,3,2022-04-23,2,0,2,1,4,4,5,2,6,3,2,5,5,4,245
